FX5QA__Breadcrumb__c,FX5QA__Cost__c,FX5QA__Description__c,FX5QA__Name_Unique__c,FX5QA__Sequence_Number__c,FX5QA__Ticket_Item_Record_Type__c,FX5QA__Track_Inventory__c,FX5QA__UOM__c,Name
Tax,0,TAX:  WY - LARAMIE COUNTY - 400-000-2225-1014,2386,1197,Supplies,FALSE,Lump Sum,2386
Tax,0,TAX:  WY - LARAMIE COUNTY - 400-000-2225-1015,2387,1198,Supplies,FALSE,Lump Sum,2387
Tax,0,TAX:  WY - LINCOLN COUNTY - 400-000-2225-1012,2293,1199,Supplies,FALSE,Lump Sum,2293
Tax,0,TAX:  WY - LINCOLN COUNTY - 400-000-2225-1013,2297,1200,Supplies,FALSE,Lump Sum,2297
"Equipment : Forklifts, Backhoes and Graders",0,"30,000 lb. Forklift",FL30K,131,Equipment,FALSE,HR,FL30K
Equipment : 300 HP Hydroblast,0,300 HP Hydroblast Unit,HBU300,132,Equipment,FALSE,HR,HBU300
Equipment : 300 HP Hydroblast,0,300 HP hydroblast unit - HW,HBU300H,133,Equipment,FALSE,HR,HBU300H
Equipment : 300-375 CFM Air Compressors,0,300-375 CFM Air Compressor,AC300375,134,Equipment,FALSE,HR,AC300375
Equipment : 30-35 KW Generators,0,30-35 KW Generator,Gen35,135,Equipment,FALSE,HR,Gen35
Equipment,0,3-10' step ladder,SLadr3,136,Supplies,FALSE,SHIFT,SLadr3
Equipment,0,32' extension ladder,SLadr32,137,Supplies,FALSE,SHIFT,SLadr32
Equipment,0,32' snorkel scissor lift,32Sciss,138,Supplies,FALSE,SHIFT,32Sciss
Equipment,0,32 ton field abrasive storage bin (portable),32Bin,139,Supplies,FALSE,MONTH,32Bin
Equipment,0,32' x 70' Quonset Tent,BTent38,140,Supplies,FALSE,SHIFT,BTent38
Tax,0,TAX:  NM - CLOVIS - 000-000-2220-1075,2162,1021,Supplies,FALSE,Lump Sum,2162
Tax,0,TAX:  NM - CLOVIS - 000-000-2220-1076,2159,1022,Supplies,FALSE,Lump Sum,2159
Tax,0,TAX:  NM - CORRALES - 000-000-2220-1080,2185,1023,Supplies,FALSE,Lump Sum,2185
Tax,0,TAX:  NM - CURRY COUNTY - 000-000-2220-1085,2181,1024,Supplies,FALSE,Lump Sum,2181
Tax,0,TAX:  NM - CURRY COUNTY - 000-000-2220-1086,2411,1025,Supplies,FALSE,Lump Sum,2411
Tax,0,TAX:  NM - DONA ANA COUNTY - 000-000-2220-1095,2164,1026,Supplies,FALSE,Lump Sum,2164
Tax,0,TAX:  NM - DONA ANA COUNTY - 000-000-2220-1096,2166,1027,Supplies,FALSE,Lump Sum,2166
Tax,0,TAX:  NM - EDDY COUNTY - 000-000-2220-1100,2158,1028,Supplies,FALSE,Lump Sum,2158
Tax,0,TAX:  NM - EDDY COUNTY - 000-000-2220-1101,2353,1029,Supplies,FALSE,Lump Sum,2353
Tax,0,TAX:  NM - FARMINGTON - 000-000-2220-1105,2160,1030,Supplies,FALSE,Lump Sum,2160
"Supplies : Paint, Coating, and Thinner : Solvent and Thinner",0,MEK thinner,1000020,601,Supplies,FALSE,GAL,1000020
Supplies,0,MEKP,3100090,602,Supplies,FALSE,GAL,3100090
Equipment,0,Mercury Remediation Unit,MerRem,603,Equipment,FALSE,HR,MerRem
Equipment,0,Metrotech locator,MetTech,604,Supplies,FALSE,SHIFT,MetTech
Equipment : 20 Ton Flatbed Trucks,0,Mileage,SBTM,605,Supplies,FALSE,MI,SBTM
Equipment : Dump Trucks,0,Mileage,DT6m,606,Supplies,FALSE,MI,DT6m
"Supplies : Paint, Coating, and Thinner : Solvent and Thinner",0,Mineral spirit thinner,1000025,607,Supplies,FALSE,GAL,1000025
"Supplies : Paint, Coating, and Thinner",0,Miscellaneous coating (OVERRIDE THIS DESCRIPTION),MISCOATING,608,Supplies,FALSE,GAL,MISCOATING
Equipment,0,Miscellaneous Equipment (CHANGE THIS BOX TO MATCH EQUIPMENT),MISCEQUIP,609,Supplies,FALSE,EA,MISCEQUIP
Supplies,0,Miscellaneous materials < $500.00,MM,610,Supplies,FALSE,EA,MM
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",0,Sherwin Williams - Polysiloxane XLE-80,SWB80W800,741,Supplies,FALSE,GAL,SWB80W800
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Thinners",10.5,Sherwin Williams #10 hi-temp thinner,SW10R,742,Supplies,FALSE,GAL,SW10R
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",9,Sherwin Williams #100 (shell white),SW100SW,743,Supplies,FALSE,GAL,SW100SW
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",91.2,Sherwin Williams #100 corobond (white),SW100W,744,Supplies,FALSE,GAL,SW100W
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Thinners",30.89,Sherwin Williams #100 reducer,SW100R,745,Supplies,FALSE,GAL,SW100R
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",15.95,Sherwin Williams #101 (Bloomfield tan),SW101BT,746,Supplies,FALSE,GAL,SW101BT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",15.71,Sherwin Williams #101 (Chaco match),SW101CM,747,Supplies,FALSE,GAL,SW101CM
Equipment,0,16' Stinson planks,Stin16,61,Supplies,FALSE,SHIFT,Stin16
Equipment : 175-290 CFM Air Compressors,0,175-290 CFM Air Compressor,AC175290,62,Equipment,FALSE,HR,AC175290
Equipment,0,18' suspended tank working platform,18Platform,63,Supplies,FALSE,SHIFT,18Platform
"Equipment : Forklifts, Backhoes and Graders",0,"18,000 lb. Forklift",FL18K,64,Equipment,FALSE,HR,FL18K
Supplies,0,2 gal. bucket,5100180,65,Supplies,FALSE,EA,5100180
Equipment : 2 Ton Trucks,0.8,2 Ton Freightliner  Truck - Mileage,2TM,66,Supplies,FALSE,MI,2TM
Equipment : 2 Ton Trucks,0,2 Ton Freightliner Truck - Shift,Trk2,67,Services,FALSE,SHIFT,Trk2
Equipment,0,"2"" air mover exhaust horn",AH2,68,Supplies,FALSE,SHIFT,AH2
Equipment,0,"2"" diaphragm pump (air-powered)",WP2A,69,Supplies,FALSE,SHIFT,WP2A
Supplies,0,"2"" masking tape",4200070,70,Supplies,FALSE,ROLL,4200070
"Supplies : Paint, Coating, and Thinner : Ameron : Thinner",11.5,Ameron #7 thinner,A7T,271,Supplies,FALSE,GAL,A7T
"Supplies : Paint, Coating, and Thinner : Ameron : Thinner",11.84,Ameron #911 thinner,A911T,272,Supplies,FALSE,GAL,A911T
"Supplies : Paint, Coating, and Thinner : Ameron",66.31,Amershield (ivory),ASHIELD,273,Supplies,FALSE,GAL,ASHIELD
Equipment,0,Angle head grinder (electric),DAGrindE,274,Supplies,FALSE,SHIFT,DAGrindE
Equipment,0,Angle head/D. A. grinder (air),DAGrindA,275,Supplies,FALSE,SHIFT,DAGrindA
Supplies,0,Angry Orange degreaser,9100010,276,Supplies,FALSE,GAL,9100010
"Supplies : Paint, Coating, and Thinner",96.93,APCO Fire Tube Coating,XTFD15A,277,Supplies,FALSE,GAL,XTFD15A
Equipment,0,Asbestos Remediation Unit,AsbRem,278,Equipment,FALSE,HR,AsbRem
Supplies,0,Ashland 197A fiberglass resin,3100030,279,Supplies,FALSE,GAL,3100030
Equipment,0,Automated lance machine,AutoLance,280,Supplies,FALSE,HR,AutoLance
Supplies,0,Floodlight bulb (500 watt),9500500,491,Supplies,FALSE,EA,9500500
Equipment,0,Floor coating unit,FCU,492,Supplies,FALSE,SHIFT,FCU
Equipment,0,Floor sander,Fsndr,493,Supplies,FALSE,SHIFT,Fsndr
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",15,Sherwin Williams #101 (Cholla green),SW101CG,748,Supplies,FALSE,GAL,SW101CG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",15.49,Sherwin Williams #101 (Napi valve match),SW101NVM,749,Supplies,FALSE,GAL,SW101NVM
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Macropoxy",70.8,Sherwin Williams #101 macropoxy (pre prime clear),SW101M,750,Supplies,FALSE,GAL,SW101M
Equipment,0,Floor scarifier,Fscar,494,Supplies,FALSE,SHIFT,Fscar
Labor : DT,0,Foreman - DT,FDT,495,Labor,FALSE,,FDT
Labor : OT,0,Foreman - OT,FOT,496,Labor,FALSE,,FOT
Labor : TT,0,Foreman - PT,FPT,497,Labor,FALSE,,FPT
Labor : ST,0,Foreman - ST,FST,498,Labor,FALSE,,FST
Labor : TT,0,Foreman - TT,FTT,499,Labor,FALSE,,FTT
Equipment,0,Foreman Overtime Burden,FOB,500,Supplies,FALSE,HR,FOB
Labor : ST,0,Safety Supervisor - ST,SSST,721,Labor,FALSE,,SSST
Labor : TT,0,Safety Supervisor - TT,SSTT,722,Labor,FALSE,,SSTT
Equipment,0,Sandblast nozzle light (12 volt),NL12,723,Supplies,FALSE,SHIFT,NL12
Equipment : Abrasive Blasting,0,Sandblast unit (with compressor),SBUComp,724,Equipment,FALSE,HR,SBUComp
Equipment : Abrasive Blasting,0,Sandblast unit (with plant air),SBUPA,725,Equipment,FALSE,HR,SBUPA
Equipment,0,Scaffolding (per end frame),Sfld,726,Supplies,FALSE,SHIFT,Sfld
Supplies,0,Scotch Brite pads,6200000,727,Supplies,FALSE,EA,6200000
"Supplies : Paint, Coating, and Thinner : ScotchKote",91.88,ScotchKote 323 brush grade (gallon kit),SK323BG,728,Supplies,FALSE,Kit,SK323BG
"Supplies : Paint, Coating, and Thinner : ScotchKote",32.41,ScotchKote 323 brush grade (quart kit),SK323BQ,729,Supplies,FALSE,Kit,SK323BQ
"Supplies : Paint, Coating, and Thinner : ScotchKote",78.34,ScotchKote 323 spray grade,SK323S,730,Supplies,FALSE,GAL,SK323S
Tax,0,TAX:  NM - BERNALILLO COUNTY - 000-000-2220-1035,2200,1001,Supplies,FALSE,Lump Sum,2200
Tax,0,TAX:  NM - BERNALILLO COUNTY - 000-000-2220-1036,2201,1002,Supplies,FALSE,Lump Sum,2201
Tax,0,TAX:  NM - BLOOMFIELD - 000-000-2220-1045,2180,1003,Supplies,FALSE,Lump Sum,2180
Tax,0,TAX:  NM - BLOOMFIELD - 000-000-2220-1046,2182,1004,Supplies,FALSE,Lump Sum,2182
Tax,0,TAX:  NM - CAPITAN - 000-000-2220-1050,2246,1005,Supplies,FALSE,Lump Sum,2246
Tax,0,TAX:  NM - CATRON COUNTY - 000-000-2220-1055,2272,1006,Supplies,FALSE,Lump Sum,2272
Tax,0,TAX:  NM - CHAMA - 000-000-2220-1060,2378,1007,Supplies,FALSE,Lump Sum,2378
Tax,0,TAX:  NM - CHAMA - 000-000-2220-1061,2379,1008,Supplies,FALSE,Lump Sum,2379
Tax,0,TAX:  NM - CIBOLA COUNTY - 000-000-2220-1065,2240,1009,Supplies,FALSE,Lump Sum,2240
Tax,0,TAX:  NM - CIBOLA COUNTY - 000-000-2220-1066,2239,1010,Supplies,FALSE,Lump Sum,2239
Subsistence,0,Per Diem - $80.00,PD80,652,Supplies,FALSE,DAY,PD80
Equipment : Crew Cab Trucks,0,Pickup,PU,653,Equipment,FALSE,HR,PU
Equipment : Abrasive Blasting,0,Pipe cleaning spin blast unit (with compressor),SpinBlast,654,Equipment,FALSE,HR,SpinBlast
"Supplies : Paint, Coating, and Thinner : Plasite",17.78,Plasite #20 thinner,P20T,655,Supplies,FALSE,GAL,P20T
"Supplies : Paint, Coating, and Thinner : Plasite",97.5,Plasite #4100 (light gray),P4100LG,656,Supplies,FALSE,GAL,P4100LG
"Supplies : Paint, Coating, and Thinner : Plasite",89.5,Plasite #4110 (light gray),P4110LG,657,Supplies,FALSE,GAL,P4110LG
"Supplies : Paint, Coating, and Thinner : Plasite",109.36,Plasite #4300/4310 vinyl ester,P4300VE,658,Supplies,FALSE,GAL,P4300VE
"Supplies : Paint, Coating, and Thinner : Plasite",68.21,Plasite #4500 plasguard (gray),P4500P,659,Supplies,FALSE,GAL,P4500P
"Supplies : Paint, Coating, and Thinner : Plasite",20,Plasite #71 thinner,P71T,660,Supplies,FALSE,GAL,P71T
Equipment : Coating Vans,0,ScotchKote coating van,3MCoatVan,731,Services,FALSE,SHIFT,3MCoatVan
Equipment : Coating Vans,1.4,ScotchKote Coating Van - Mileage,SCCV,732,Supplies,FALSE,MI,SCCV
Equipment : Painting Equipment,0,ScotchKote paint unit (does not include generator or compressor),SKPU,733,Equipment,FALSE,HR,SKPU
Labor : DT,0,Senior Foreman - DT,SFDT,734,Labor,FALSE,,SFDT
Labor : OT,0,Senior Foreman - OT,SFOT,735,Labor,FALSE,,SFOT
Labor : TT,0,Senior Foreman - PT,SFPT,736,Labor,FALSE,,SFPT
Labor : ST,0,Senior Foreman - ST,SFST,737,Labor,FALSE,,SFST
Labor : TT,0,Senior Foreman - TT,SFTT,738,Labor,FALSE,,SFTT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",85,Sherwin William - FC Flat hi temp black,SW851-1,739,Supplies,FALSE,GAL,SW851-1
Equipment : 20000 CFM Blowers,0,"20,000 CFM Blower (Hourly)",Blwr20H,81,Equipment,FALSE,HR,Blwr20H
Equipment : 20000 CFM Blowers Grit,0,"20,000 CFM blower (with cartridge filter house)",Blwr20CFH,82,Services,FALSE,SHIFT,Blwr20CFH
Equipment : 20-25 KW Generators,0,20-25 KW Generator,Gen25,83,Equipment,FALSE,HR,Gen25
Supplies,0,20-50 slag abrasive (100 lb.),2011650,84,Supplies,FALSE,Sack,2011650
Equipment : Crane Trucks,0,23 Ton Crane Truck,CT23,85,Equipment,FALSE,HR,CT23
Equipment,0,24' extension ladder,SLadr24,86,Supplies,FALSE,SHIFT,SLadr24
Equipment,0,24' SkyClimber rolling roof rig,24SCRR,87,Supplies,FALSE,SHIFT,24SCRR
Equipment,0,24' Stinson planks,Stin24,88,Supplies,FALSE,SHIFT,Stin24
Equipment : Exhaust Blowers,0,"24"" exhaust blower",Blwr24,89,Equipment,FALSE,DAY,Blwr24
Equipment,0,25 lb. air chipper,Achip,90,Supplies,FALSE,SHIFT,Achip
"Supplies : Paint, Coating, and Thinner : Carboline : Carboguard",31.5,Carboline #890 carboguard (gray),C890G,351,Supplies,FALSE,GAL,C890G
"Supplies : Paint, Coating, and Thinner : Carboline : Carboguard",27.5,Carboline #890 carboguard (safety yellow),C890SY,352,Supplies,FALSE,GAL,C890SY
"Supplies : Paint, Coating, and Thinner : Carboline : Carboguard",29.5,Carboline #890 carboguard (white),C890W,353,Supplies,FALSE,GAL,C890W
"Supplies : Paint, Coating, and Thinner : Carboline : Carboguard",27,Carboline #891 carboguard (gray),C891G,354,Supplies,FALSE,GAL,C891G
"Supplies : Paint, Coating, and Thinner : Carboline : Carboguard",27,Carboline #891 carboguard (white),C891W,355,Supplies,FALSE,GAL,C891W
"Supplies : Paint, Coating, and Thinner : Carboline",54,Carboline #S606 nullifire,C606N,356,Supplies,FALSE,GAL,C606N
"Supplies : Paint, Coating, and Thinner : Carboline",69.5,Carboline rustbond,CRUST,357,Supplies,FALSE,GAL,CRUST
Equipment,0,Carbon monoxide monitor & alarm,CMDet,358,Supplies,FALSE,SHIFT,CMDet
"Supplies : Paint, Coating, and Thinner : Carboline : Semstone",41.25,Caroline urethane (clear),CUTH,359,Supplies,FALSE,GAL,CUTH
Equipment,0,Carousel pump,CarPump,360,Supplies,FALSE,HR,CarPump
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Thinners",30.89,Sherwin Williams #69 reducer,SE69R,871,Supplies,FALSE,GAL,SE69R
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",87,Sherwin Williams #9001 aersil thixotropic power,SW9001,872,Supplies,FALSE,Sack,SW9001
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",53.43,Sherwin Williams #910 steel seam,SW910SS,873,Supplies,FALSE,GAL,SW910SS
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",54.39,Sherwin Williams copoxy primer (gold),SWCP,874,Supplies,FALSE,GAL,SWCP
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",0,Sherwin Williams corothane II coating,1190700,875,Supplies,FALSE,GAL,1190700
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Duraplate",0,Sherwin Williams duraplate,1190895,876,Supplies,FALSE,GAL,1190895
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Duraplate",45.2,Sherwin Williams duraplate (black),SWDBK,877,Supplies,FALSE,GAL,SWDBK
Equipment : Rescue and Breathing Support,0,Air Feed Hood (air compressor charged separately),AirFeedHood,241,Equipment,FALSE,HR,AirFeedHood
Equipment,0,Air monitor,AirMon,242,Equipment,FALSE,HR,AirMon
Supplies,0,Air mover (with plant air),AirMov,243,Supplies,FALSE,HR,AirMov
Equipment : Painting Equipment,0,Airless paint unit (with compressor),APU,244,Equipment,FALSE,HR,APU
Equipment : Painting Equipment,0,Airless paint unit (with Honda engine),APUG,245,Equipment,FALSE,HR,APUG
Equipment : Painting Equipment,0,Airless paint unit (with plant air),APUPA,246,Equipment,FALSE,HR,APUPA
Supplies : Batteries,1.35,Alkaline batteries (9 volt),9VOLT,247,Supplies,FALSE,EA,9VOLT
Supplies : Batteries,0.35,Alkaline batteries (AA),AA,248,Supplies,FALSE,EA,AA
Supplies : Batteries,0.36,Alkaline batteries (AAA),AAA,249,Supplies,FALSE,EA,AAA
Supplies : Batteries,0.69,Alkaline batteries (C cell),CCELL,250,Supplies,FALSE,EA,CCELL
"Supplies : Paint, Coating, and Thinner : Carboline : Carbothane",49.75,Carboline #134 GH carbothane (marble dust),C134MD,311,Supplies,FALSE,GAL,C134MD
"Supplies : Paint, Coating, and Thinner : Carboline : Carbothane",64.09,Carboline #134 HG carbothane (Abitibi green),C134AG,312,Supplies,FALSE,GAL,C134AG
"Supplies : Paint, Coating, and Thinner : Carboline : Carbothane",61.21,Carboline #134 HG carbothane (Aztec Well red),C134AWR,313,Supplies,FALSE,GAL,C134AWR
"Supplies : Paint, Coating, and Thinner : Carboline : Carbothane",47,Carboline #134 HG carbothane (bird egg blue),C134BEB,314,Supplies,FALSE,GAL,C134BEB
"Supplies : Paint, Coating, and Thinner : Carboline : Carbothane",53.5,Carboline #134 HG carbothane (desert tan),C134DT,315,Supplies,FALSE,GAL,C134DT
"Supplies : Paint, Coating, and Thinner : Carboline : Carbothane",44,Carboline #134 HG carbothane (gray flannel),C134GF,316,Supplies,FALSE,GAL,C134GF
"Supplies : Paint, Coating, and Thinner : Carboline : Carbothane",48.5,Carboline #134 HG carbothane (off white),C134OW,317,Supplies,FALSE,GAL,C134OW
"Supplies : Paint, Coating, and Thinner : Carboline : Carbothane",59.5,Carboline #134 HG carbothane (Riley red),C134RR,318,Supplies,FALSE,GAL,C134RR
"Supplies : Paint, Coating, and Thinner : Carboline : Carbothane",70,Carboline #134 HG carbothane (safety yellow),C134SY,319,Supplies,FALSE,GAL,C134SY
"Supplies : Paint, Coating, and Thinner : Carboline : Carbothane",44,Carboline #134 HG carbothane (volcano cliff),C134VC,320,Supplies,FALSE,GAL,C134VC
Equipment : Bucket Trucks,0,JLG 60' manlift,JLG60,571,Equipment,FALSE,HR,JLG60
Equipment : Bucket Trucks,0,JLG 80' manlift,JLG80,572,Equipment,FALSE,HR,JLG80
"Supplies : Paint, Coating, and Thinner : Jones Blair",12.1,Jones Blair #21092 polyurethane med enamel reducer,JB21092R,573,Supplies,FALSE,GAL,JB21092R
"Supplies : Paint, Coating, and Thinner : Jones Blair",34.4,Jones Blair #45040 (balsam),JB45040B,574,Supplies,FALSE,GAL,JB45040B
"Supplies : Paint, Coating, and Thinner : Jones Blair",45.84,Jones Blair #45040 (brown),JB45040BR,575,Supplies,FALSE,GAL,JB45040BR
"Supplies : Paint, Coating, and Thinner : Jones Blair",42.35,Jones Blair #45040 (desert tan),JB45040DT,576,Supplies,FALSE,GAL,JB45040DT
"Supplies : Paint, Coating, and Thinner : Jones Blair",42.35,Jones Blair #45040 (white),JB45040W,577,Supplies,FALSE,GAL,JB45040W
Labor : DT,0,Journeyman - DT,JDT,578,Labor,FALSE,,JDT
Labor : OT,0,Journeyman - OT,JOT,579,Labor,FALSE,,JOT
Labor : TT,0,Journeyman - PT,JPT,580,Labor,FALSE,,JPT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Duraplate",55.83,Sherwin Williams duraplate (buff),SWDB,878,Supplies,FALSE,GAL,SWDB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Duraplate",75.15,Sherwin Williams duraplate (green),SWDG,879,Supplies,FALSE,GAL,SWDG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Duraplate",55.83,Sherwin Williams duraplate (mill white),SWDMW,880,Supplies,FALSE,GAL,SWDMW
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Duraplate",76.44,Sherwin Williams duraplate (white),SWDW,881,Supplies,FALSE,GAL,SWDW
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Duraplate",53.22,Sherwin Williams duraplate laminate (clear),SWDL,882,Supplies,FALSE,GAL,SWDL
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Duraplate",62.02,Sherwin Williams duraplate primer (gold),SWDP,883,Supplies,FALSE,GAL,SWDP
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",536.4,Sherwin Williams fluorchem urethane (Riley red),SWFU,884,Supplies,FALSE,GAL,SWFU
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",75.29,Sherwin Williams graffiti guard,SWGG,885,Supplies,FALSE,GAL,SWGG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",35.62,Sherwin Williams hi-mil shertar,SWSTAR,886,Supplies,FALSE,GAL,SWSTAR
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",48.49,Sherwin Williams industrial enamel (safety red),SWESR,887,Supplies,FALSE,GAL,SWESR
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",48.49,Sherwin Williams industrial enamel (safety yellow),SWESY,888,Supplies,FALSE,GAL,SWESY
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",35.98,Sherwin Williams mastic alium epoxy,SWAE,889,Supplies,FALSE,GAL,SWAE
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",47.66,Sherwin Williams mio aluminum,SWMA,890,Supplies,FALSE,GAL,SWMA
Supplies,263.91,Slag Abrasive (Jumbo Cell),2011650Jumbo,911,Supplies,FALSE,EA,2011650Jumbo
Equipment,0,Sling psychrometer,SlngSy,912,Supplies,FALSE,SHIFT,SlngSy
Equipment,0,Small hand tools,SHndTool,913,Supplies,FALSE,SHIFT,SHndTool
Equipment,0,Spark tester,SpkTestTr,914,Supplies,FALSE,SHIFT,SpkTestTr
Equipment,0,Special Rental Item (SHIFT),SPRENTAL,915,Supplies,FALSE,SHIFT,SPRENTAL
Equipment,50,Spill Guard,SpillGuard,916,Supplies,FALSE,SHIFT,SpillGuard
Equipment,0,Spinner jet setup,SpinJet,917,Equipment,FALSE,HR,SpinJet
Equipment,0,Sponge tester,SpTest,918,Supplies,FALSE,SHIFT,SpTest
Equipment : Painting Equipment,0,Spray paint unit (with compressor),440095,919,Equipment,FALSE,HR,440095
Equipment : Painting Equipment,0,Spray paint unit (with plant air),440094,920,Equipment,FALSE,HR,440094
Equipment,0,"1,000 gal. water tank (trailer mounted)",Tank1000T,11,Supplies,FALSE,SHIFT,Tank1000T
Equipment : Heaters,0,"1,000,000 BTU force cure heater (with fuel)",Htr1000f,12,Supplies,FALSE,SHIFT,Htr1000f
Equipment : Heaters,0,"1,000,000 BTU force cure heater (without fuel)",Htr1000,13,Supplies,FALSE,SHIFT,Htr1000
Equipment : 1050 CFM Air Compressors,0,"1,050 CFM Air Compressor",AC1050,14,Equipment,FALSE,HR,AC1050
Equipment : 1200 CFM Air Compressors,0,"1,200 CFM Air Compressor",AC1200,15,Equipment,FALSE,HR,AC1200
Equipment : 1300 CFM Air Compressors,0,"1,300 CFM Air Compressor",AC1300,16,Equipment,FALSE,HR,AC1300
Equipment,0,"1,500 gal. water tank (skid mounted)",Tank1500S,17,Supplies,FALSE,SHIFT,Tank1500S
Equipment : Heaters,0,"1,500,000 BTU space heater (without fuel)",Htr15M,18,Supplies,FALSE,SHIFT,Htr15M
Equipment,0,"1,600 gal. water tank (skid mounted)",Tank1600S,19,Supplies,FALSE,SHIFT,Tank1600S
Equipment : 1600-1750 CFM Air Compressors,0,"1,600-1,750 CFM Air Compressor",AC16001750,20,Equipment,FALSE,HR,AC16001750
Equipment,0,Hydro-excavation truck with 2-man crew (unscheduled),HXTU,561,Equipment,FALSE,DAY,HXTU
Equipment,0,Hydro-excavation truck with 2-man crew (weekend),HXTW,562,Equipment,FALSE,DAY,HXTW
Equipment,0,Hydrotest Pump,Htest,563,Equipment,FALSE,HR,Htest
Equipment : Vacuum Trucks,0,Industrial vacuum truck with 2-man crew (scheduled),IVTS,564,Equipment,FALSE,HR,IVTS
Equipment,0,Industrial vacuum truck with 2-man crew (unscheduled),IVTU,565,Equipment,FALSE,DAY,IVTU
Equipment,0,Industrial vacuum truck with 2-man crew (weekend),IVTW,566,Equipment,FALSE,DAY,IVTW
Equipment : Painting Equipment,0,Internal pipe spray unit (with compressor),IPSPU,567,Equipment,FALSE,HR,IPSPU
Equipment : Painting Equipment,0,Internal pipe spray unit (with plant air),IPSPUPA,568,Equipment,FALSE,HR,IPSPUPA
Equipment,0,Jerome mercury meter,JerMerc,569,Supplies,FALSE,SHIFT,JerMerc
Equipment : Bucket Trucks,0,JLG 40' manlift,JLG40,570,Equipment,FALSE,HR,JLG40
Equipment,0,One call fee (per location),OneCall,631,Supplies,FALSE,EA,OneCall
Labor : DT,0,Operator - DT,ODT,632,Labor,FALSE,,ODT
Labor : OT,0,Operator - OT,OOT,633,Labor,FALSE,,OOT
Labor : TT,0,Operator - PT,OPT,634,Labor,FALSE,,OPT
Labor : ST,0,Operator - ST,OST,635,Labor,FALSE,,OST
Labor : TT,0,Operator - TT,OTT,636,Labor,FALSE,,OTT
Equipment,0,Operator Overtime Burden,OOB,637,Supplies,FALSE,HR,OOB
Supplies,23.39,Orange safety fence,OSF,638,Supplies,FALSE,ROLL,OSF
Supplies,0,Other material as needed (CHANGE THIS BOX TO MATCH MATERIAL NAME),OTHER,639,Supplies,FALSE,EA,OTHER
"Supplies : Paint, Coating, and Thinner",0,Other paint or coating as needed (CHANGE THIS BOX TO MATCH SPECIFIC COATING NAME),OTHERPAINT,640,Supplies,FALSE,GAL,OTHERPAINT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",62.38,Sherwin Williams #304 HS polyurethane (Conoco safety red),SW304CSR,811,Supplies,FALSE,GAL,SW304CSR
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",64.04,Sherwin Williams #304 HS polyurethane (Elkhorn juniper green),SW304EJG,812,Supplies,FALSE,GAL,SW304EJG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",64.04,Sherwin Williams #304 HS polyurethane (Enterprise blue),SW304EB,813,Supplies,FALSE,GAL,SW304EB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",64.04,Sherwin Williams #304 HS polyurethane (Enterprise green),SW304EG,814,Supplies,FALSE,GAL,SW304EG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",54.93,Sherwin Williams #304 HS polyurethane (EPNG gray),SW304EPG,815,Supplies,FALSE,GAL,SW304EPG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",100.8,Sherwin Williams #304 HS polyurethane (EPNG orange),SW304EPO,816,Supplies,FALSE,GAL,SW304EPO
